游戏名称,批评空间链接,图片链接,会社,游戏官网,中央值,平均值,标准偏差,评论数
SWAN SONG,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=5924#ad,https://pics.dmm.co.jp/digital/pcgame/views_0277/views_0277ps.jpg,Le.Chocolat,https://www.saibunkan.co.jp/lechocolat/soft/ka_swan/top.html,85,84.54,11,2068
うたわれるもの,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2016#ad,https://www.suruga-ya.jp/pics/boxart_m/145006358m.jpg,Leaf,https://leaf.aquaplus.jp/product/uta/,85,83.98,10,2003
リトルバスターズ!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=7062#ad,https://www.suruga-ya.jp/pics/boxart_m/145016062m.jpg,Key,https://key.visualarts.gr.jp/product/little/,85,82.89,14,1727
大悪司,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=1773#ad,https://pics.dmm.co.jp/digital/pcgame/alice_0004/alice_0004ps.jpg,ALICESOFT,https://www.alicesoft.com/akuji/,85,83.20,11,1700
蒼の彼方のフォーリズム,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19232#ad,https://pics.dmm.co.jp/digital/pcgame/sprite_0002/sprite_0002ps.jpg,sprite,https://aokana.net/,85,83.10,11,1596
乙女理論とその周辺 -Ecole de Paris-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=18530#ad,https://pics.dmm.co.jp/digital/pcgame/navel_0004/navel_0004ps.jpg,Navel,https://www.project-navel.com/otomeriron/,85,84.75,8,1592
抜きゲーみたいな島に住んでる貧乳はどうすりゃいいですか?,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26724#ad,https://pics.dmm.co.jp/digital/pcgame/qruppo_0001/qruppo_0001ps.jpg,Qruppo,https://qruppo.com/products/nukitashi/,85,84.49,10,1529
アメイジング・グレイス -What color is your attribute?-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=27059#ad,https://pics.dmm.co.jp/digital/pcgame/cabbage_0003/cabbage_0003ps.jpg,きゃべつそふと,http://cabbage-soft.com/products/amagra/,85,84.66,9,1356
神採りアルケミーマイスター,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14709#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0255/hobe_0255ps.jpg,エウシュリー,https://www.eukleia.co.jp/eushully/eu012.html,85,83.77,11,1338
ef - the latter tale.,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8008#ad,https://pics.dmm.co.jp/digital/pcgame/minori_0002/minori_0002ps.jpg,minori,http://www.minori.ph/lineup/ef/index.html,85,82.93,13,1253
景の海のアペイリア,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=24991#ad,https://pics.dmm.co.jp/digital/pcgame/silkysall_0016/silkysall_0016ps.jpg,シルキーズプラスDOLCE,http://www.silkysplus.jp/game/apeiria/index.html,85,83.53,11,1231
Dies irae ～Acta est Fabula～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12972#ad,https://pics.dmm.co.jp/digital/pcgame/views_0567/views_0567ps.jpg,light,http://www.light.gr.jp/light/products/diesirae/index.htm,85,81.44,18,1193
時計仕掛けのレイライン -朝霧に散る花-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=21228#ad,https://pics.dmm.co.jp/digital/pcgame/spal_0085/spal_0085ps.jpg,UNiSONSHIFT:Blossom,http://unisonshift.amusecraft.com/products/project30/main.html,85,83.84,9,1159
ひぐらしのなく頃に,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4136#ad,https://www.suruga-ya.jp/pics/boxart_m/186006537m.jpg,07th Expansion,https://07th-expansion.net/hig_gensaku,85,83.89,13,1119
ランス・クエスト マグナム,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=16569#ad,https://pics.dmm.co.jp/digital/pcgame/alice_0048/alice_0048ps.jpg,ALICESOFT,https://www.alicesoft.com/rance8/magnum.html,85,83.05,10,1075
あの晴れわたる空より高く,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=20460#ad,https://pics.dmm.co.jp/digital/pcgame/russ_0140/russ_0140ps.jpg,Chuablesoft,https://www.chuable.net/byakko/,85,83.58,11,1031
ランスIX -ヘルマン革命-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19702#ad,https://pics.dmm.co.jp/digital/pcgame/alice_0024/alice_0024ps.jpg,ALICESOFT,https://www.alicesoft.com/rance9/,85,83.61,8,1021
戦女神ZERO,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=6134#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0160/hobe_0160ps.jpg,エウシュリー,https://www.eukleia.co.jp/eushully/eu009.html,85,84.30,10,1008
魔法使いの夜 -WITCH ON THE HOLY NIGHT-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10935#ad,https://pics.dmm.co.jp/mono/game/935tym5004/935tym5004ps.jpg,TYPE-MOON,http://www.typemoon.com/products/mahoyo/index.html,85,81.60,15,1003
いろとりどりのヒカリ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=16919#ad,https://pics.dmm.co.jp/digital/pcgame/favorite_0002/favorite_0002ps.jpg,FAVORITE,http://www.favo-soft.jp/soft/product/Hikari/,85,83.06,13,942
Forest,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3294#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0242/ggs_0242ps.jpg,Liar-soft(ビジネスパートナー),https://www.liar.co.jp/forest.html,85,81.40,17,891
ランス03 リーザス陥落,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22060#ad,https://pics.dmm.co.jp/digital/pcgame/alice_0038/alice_0038ps.jpg,ALICESOFT,https://www.alicesoft.com/rance03/,85,83.40,8,821
ひまわり,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10550#ad,https://pics.dmm.co.jp/digital/game/d_068629/d_068629pl.jpg,ぶらんくのーと,http://blank-note.sakura.ne.jp/product/himawari/,85,82.95,13,820
EXTRAVAGANZA ～蟲愛でる少女～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=7807#ad,https://pics.dmm.co.jp/digital/pcgame/beye_0035/beye_0035ps.jpg,BLACK Cyc,http://www.cyc-soft.com/b-cyc-pro/extra/extra_form.htm,85,82.95,11,814
戦女神VERITA,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11748#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0231/hobe_0231ps.jpg,エウシュリー,https://www.eukleia.co.jp/eushully/eu011.html,85,85.07,9,796
虚ノ少女,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14875#ad,https://pics.dmm.co.jp/digital/pcgame/gung_0005/gung_0005ps.jpg,Innocent Grey,http://www.gungnir.co.jp/innocentgrey/products/pro_vacant/index.html,85,85.36,8,763
ひぐらしのなく頃に解 目明し～祭囃し編,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=7985#ad,https://www.suruga-ya.jp/pics/boxart_m/186009163m.jpg,07th Expansion,https://07th-expansion.net/hig_gensaku,85,82.05,16,755
ISLAND,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22723#ad,https://pics.dmm.co.jp/mono/game/709fws00069/709fws00069ps.jpg,FrontWing,http://never-island.com/game/,85,82.48,12,745
最果てのイマ フルボイス版,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10180#ad,https://pics.dmm.co.jp/digital/pcgame/views_0449/views_0449ps.jpg,XUSE,http://www.xuse.co.jp/product/036_farthest-fv/,85,83.29,13,676
闘神都市II,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=900#ad,https://www.suruga-ya.jp/pics/boxart_m/145000224m.jpg,ALICESOFT,None,85,83.14,11,651
終のステラ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=31597#ad,https://pics.dmm.co.jp/digital/pcgame/vsat_0288/vsat_0288ps.jpg,Key,https://key.visualarts.gr.jp/kinetic/stella/,85,84.80,8,641
ドーナドーナ いっしょにわるいことをしよう,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=29109#ad,https://pics.dmm.co.jp/digital/pcgame/alice_0053/alice_0053ps.jpg,ALICESOFT,https://www.alicesoft.com/dohnadohna/,85,84.10,9,629
MUSICUS!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=28634#ad,https://pics.dmm.co.jp/digital/pcgame/kgf_0011/kgf_0011ps.jpg,OVERDRIVE,https://musicus.over-drive.jp/,85,84.84,9,502
暁の護衛 トリニティ コンプリートエディション,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19970#ad,https://pics.dmm.co.jp/digital/pcgame/akbs_0034/akbs_0034ps.jpg,あかべぇそふとすりぃ,http://www.akabeesoft3.com/products/goei_complete/,85,82.98,9,446
BALDR HEART,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23035#ad,https://pics.dmm.co.jp/mono/game/587apc11417/587apc11417ps.jpg,戯画,None,85,82.96,9,439
とらいあんぐるハート1・2・3 DVD EDITION,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2100#ad,https://pics.dmm.co.jp/digital/pcgame/mgold_0098/mgold_0098ps.jpg,JANIS,http://www.sp-janis.com/janis/triangleheart-dvd/,85,82.70,13,402
ひぐらしのなく頃に解 目明し～皆殺し編,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=6722#ad,https://www.suruga-ya.jp/pics/boxart_m/186008596m.jpg,07th Expansion,https://07th-expansion.net/hig_gensaku,85,82.51,13,392
抜きゲーみたいな島に住んでる貧乳はどうすりゃいいですか? 2 スス子ルートアペンド,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=29872#ad,https://pics.dmm.co.jp/mono/game/2187apc14550/2187apc14550ps.jpg,Qruppo,https://qruppo.com/products/nukitashi2/special/susuko-append/,85,83.80,8,388
ひぐらしのなく頃に解 目明し編,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4527#ad,https://www.suruga-ya.jp/pics/boxart_m/186006824m.jpg,07th Expansion,https://07th-expansion.net/hig_gensaku,85,83.50,10,380
神様のゲーム －監禁された6人の男女－,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23010#ad,https://pics.dmm.co.jp/digital/pcgame/views_0520/views_0520ps.jpg,XUSE,http://www.xuse.co.jp/product/054_kamisama/,85,82.15,12,351
ましろ色シンフォニー *mutsu-no-hana,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14813#ad,https://www.suruga-ya.jp/pics/boxart_m/177002028m.jpg,COMFORT,http://www.comfort-soft.jp/products/mashiro/index.html#top,85,83.04,9,342
VenusBlood -HYPNO-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=20852#ad,https://pics.dmm.co.jp/digital/pcgame/views_0413/views_0413ps.jpg,DualTail(DualMage),http://ninetail.info/td12/VenusBlood-HYPNO-.html,85,83.41,11,274
星空のメモリア COMPLETE,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14738#ad,https://pics.dmm.co.jp/mono/game/1546fvghmcmd1_2/1546fvghmcmd1_2ps.jpg,FAVORITE,http://www.favo-soft.jp/soft/product/COMPLETE/,85,84.17,9,262
真剣で私に恋しなさい! A,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=24039#ad,https://pics.dmm.co.jp/mono/game/1289apc11522/1289apc11522ps.jpg,みなとそふと,http://www.minatosoft.com/majikoi-a/,85,83.34,11,240
AIR 全年齢対象版,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2574#ad,https://www.suruga-ya.jp/pics/boxart_m/145005102m.jpg,Key,https://key.visualarts.gr.jp/product/air/,85,84.23,13,222
月姫 -A piece of blue glass moon-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=30422#ad,https://www.suruga-ya.jp/pics/boxart_m/109001543m.jpg,TYPE-MOON,http://www.typemoon.com/products/tsukihime/,85,85.31,11,215
ヒラヒラヒヒル,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=33300#ad,https://img.dlsite.jp/modpub/images2/work/professional/VJ01001000/VJ01000628_img_main.jpg,ANIPLEX.EXE,https://hirahirahihiru.com/,85,84.39,8,209
カルタグラ ～ツキ狂イノ病～ 《REBIRTH FHD SIZE EDITION》,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=33654#ad,https://pics.dmm.co.jp/digital/pcgame/gung_0010/gung_0010ps.jpg,Innocent Grey,http://www.gungnir.co.jp/innocentgrey/products/cartagrafhd/,85,86.19,8,208
スーパーダンガンロンパ2 さよなら絶望学園,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=17082#ad,https://www.suruga-ya.jp/pics/boxart_m/177002800m.jpg,スパイク・チュンソフト,https://www.danganronpa.com/reload/,85,82.96,9,208
9-nine-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=29958#ad,https://pics.dmm.co.jp/mono/game/774apc13854/774apc13854ps.jpg,ぱれっと,https://9-nine-project.com/,85,84.31,12,197
俺たちに翼はない R,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=15235#ad,https://www.suruga-ya.jp/pics/boxart_m/145027833m.jpg,Navel,https://www.project-navel.com/oretsuba_r/,85,85.40,10,188
同級生2(DOS),https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4857#ad,https://pics.dmm.co.jp/digital/pcgame/elf_0029/elf_0029ps.jpg,elf,None,85,85.11,10,180
もんむす・くえすと! 終章 ～負ければ妖女に犯される～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19132#ad,https://pics.dmm.co.jp/digital/game/d_058581/d_058581pl.jpg,とろとろレジスタンス,None,85,84.18,13,171
Phantom -PHANTOM OF INFERNO-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19124#ad,https://pics.dmm.co.jp/mono/game/879apc10488/879apc10488ps.jpg,NitroPlus,https://www.nitroplus.co.jp/pc/lineup/into_01/,85,83.69,11,162
WORLD END ECONOMiCA Episode.3,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19563#ad,https://www.suruga-ya.jp/pics/boxart_m/186038039m.jpg,Spicy Tails,None,85,84.64,8,160
シュヴァルツェスマーケン 殉教者たち,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=21941#ad,https://pics.dmm.co.jp/mono/game/604apc11479/604apc11479ps.jpg,âge(age),http://www.age-soft.com/former/Product/sm/,85,83.64,9,156
いろとりどりのセカイ WORLD'S END COMPLETE,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19346#ad,https://pics.dmm.co.jp/digital/pcgame/favorite_0015/favorite_0015ps.jpg,FAVORITE,http://www.favo-soft.jp/soft/product/WorldsEndComplete/,85,83.95,14,154
うたわれるもの PORTABLE,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11974#ad,https://www.suruga-ya.jp/pics/boxart_m/177300018m.jpg,AQUAPLUS,https://aquaplus.jp/uta/chiri_psp/,85,84.48,9,147
サクラ大戦3 ～巴里は燃えているか～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=5467#ad,https://www.suruga-ya.jp/pics/boxart_m/142000366m.jpg,SEGA(セガゲームス),https://sakura-taisen.com/archives/game/sakura3/contents/dc/,85,83.33,12,145
久遠の絆,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=5358#ad,https://www.suruga-ya.jp/pics/boxart_m/140001651m.jpg,F・O・G,https://www.fog.jp/main/products/kuon.html,85,83.04,14,145
カタハネ ―An' call Belle―,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23615#ad,https://pics.dmm.co.jp/mono/game/1573apc11413/1573apc11413ps.jpg,10mile,http://www.katahane.com/,85,84.01,11,141
神咒神威神楽 曙之光,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=18253#ad,https://pics.dmm.co.jp/digital/pcgame/views_0370/views_0370ps.jpg,light,http://www.light.gr.jp/light/products/kkk_cs/index.html,85,84.12,9,140
VenusBlood:Lagoon,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26878#ad,https://pics.dmm.co.jp/digital/pcgame/views_0607/views_0607ps.jpg,DualTail(DualMage),http://ninetail.info/td15/,85,85.68,10,137
最果てのイマ COMPLETE,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22073#ad,https://pics.dmm.co.jp/digital/pcgame/views_0449/views_0449ps.jpg,XUSE,http://www.xuse.co.jp/product/053_farthest2015/,85,84.39,12,134
Rewrite+,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23593#ad,https://pics.dmm.co.jp/digital/pcgame/vsat_0272/vsat_0272ps.jpg,Key,https://key.visualarts.gr.jp/rewrite/,85,85.56,11,130
高機動幻想ガンパレード・マーチ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=5378#ad,https://www.suruga-ya.jp/pics/boxart_m/140002810m.jpg,AlfaSystem,http://www.alfasystem.net/game/gp/,85,84.90,11,123
CROSS†CHANNEL 復刻版,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=17752#ad,https://pics.dmm.co.jp/digital/pcgame/will_0247/will_0247ps.jpg,CROSS†CHANNEL,http://www.crosschannel-game.com/#/top/,85,82.00,14,123
うたわれるもの -散りゆく者への子守唄-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26078#ad,https://www.suruga-ya.jp/pics/boxart_m/107001516m.jpg,AQUAPLUS,https://aquaplus.jp/uta/chiri/,85,84.31,11,116
永遠のアセリア ～この大地の果てで～ PC版,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=9454#ad,https://pics.dmm.co.jp/digital/pcgame/xuse_0030/xuse_0030ps.jpg,XUSE,http://www.xuse.co.jp/product/narukana/sp.html,85,79.95,15,110
黒曜鏡の魔獣,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11932#ad,https://pics.dmm.co.jp/digital/game/d_012847/d_012847pl.jpg,雨傘日傘事務所,http://amagasahigasa.sakura.ne.jp/works10.htm,85,82.60,10,100
つよきす,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4887#ad,https://pics.dmm.co.jp/digital/pcgame/digib_0080/digib_0080ps.jpg,CandySoft(きゃんでぃそふと),https://www.candysoft.jp/ohp/01_products/tuyokiss/tuyokiss_index.html,84,81.99,12,3180
WHITE ALBUM2 ～introductory chapter～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12942#ad,https://pics.dmm.co.jp/digital/pcgame/aquap_0019/aquap_0019ps.jpg,Leaf,https://leaf.aquaplus.jp/product/wa2ic/,84,82.56,11,1960
金色ラブリッチェ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=25861#ad,https://pics.dmm.co.jp/digital/pcgame/vsat_0229/vsat_0229ps.jpg,SAGA PLANETS,http://sagaplanets.product.co.jp/works/kinkoi/,84,82.58,12,1626
巣作りドラゴン,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3691#ad,https://pics.dmm.co.jp/digital/pcgame/ahsarch_0007/ahsarch_0007ps.jpg,ソフトハウスキャラ,None,84,82.57,10,1424
カタハネ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=7175#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0157/hobc_0157ps.jpg,Tarte,http://www.katahane.com/,84,82.25,11,1420
らくえん ～あいかわらずなぼく。の場合～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3704#ad,https://img.digiket.net/cg/9/ITM0009855_1_at140.jpg,TerraLunar,https://web.archive.org/web/20050308212901/http://www.terralunar.com/products/rakuen/top.html,84,82.13,12,705
ボクの彼女はガテン系/彼女がした事、僕がされた事/巨乳妻完全捕獲計画/ボクの妻がアイツに寝取られました。,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=15937#ad,https://pics.dmm.co.jp/digital/pcgame/elf_0043/elf_0043ps.jpg,elf,None,84,82.17,12,526
ひぐらしのなく頃に解 目明し～罪滅し編,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=6137#ad,https://www.suruga-ya.jp/pics/boxart_m/186008080m.jpg,07th Expansion,https://07th-expansion.net/hig_gensaku,84,82.16,11,387
終ノ空 remake,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=29931#ad,https://pics.dmm.co.jp/mono/game/1606apc13743/1606apc13743ps.jpg,ケロQ,https://www.keroq.co.jp/suba_10th/tuinosora_remake/index.html,84,82.60,9,319
はじめるセカイの理想論 -goodbye world index-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=35267#ad,https://pics.dmm.co.jp/digital/pcgame/inferno_0038/inferno_0038ps.jpg,Whirlpool,https://whirlpool.co.jp/hajiron/,84,82.19,11,216
東方永夜抄 ～Imperishable Night.,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=5207#ad,https://www.suruga-ya.jp/pics/boxart_m/186014554m.jpg,上海アリス幻樂団,http://www16.big.or.jp/%7Ezun/html/th08top.html,84,82.23,10,190
MYTH,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10602#ad,https://www.suruga-ya.jp/pics/boxart_m/186014684m.jpg,Circletempo,http://www.circletempo.net/myth/,84,81.47,13,156
King Exit,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=24893#ad,https://pics.dmm.co.jp/digital/game/d_104623/d_104623pl.jpg,深爪貴族,http://akaimato.blog.fc2.com/blog-entry-185.html,84,83.38,7,144
