游戏名称,批评空间链接,图片链接,会社,游戏官网,中央值,平均值,标准偏差,评论数
ゆめいろアルエット!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=16568#ad,https://pics.dmm.co.jp/digital/pcgame/vsat_0160/vsat_0160ps.jpg,mana,http://mana.product.co.jp/yumearu/,75,72.77,17,149
女系家族III ～秘密HIMITSU卑蜜～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=17589#ad,https://pics.dmm.co.jp/digital/pcgame/silkys_0036/silkys_0036ps.jpg,シルキーズ,None,75,72.76,9,148
よつのは DVD版,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8037#ad,https://pics.dmm.co.jp/digital/pcgame/hiqua_0002/hiqua_0002ps.jpg,ハイクオソフト,http://www.iam-hiquality.com/soft/02leaf/index2.html,75,72.94,11,148
2nd LOVE,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=382#ad,https://www.suruga-ya.jp/pics/boxart_m/145003229m.jpg,Force,http://www.languex.jp/2ndlove/,75,72.36,11,147
大阪CRISIS ～姦楽街開発プロジェクト～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12055#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0300/hobc_0300ps.jpg,つるみく,http://www.turumiku.jp/osaka/title.html,75,73.29,11,146
美脚性奴会長 亜衣「こ、この変態! 私のタイツになんてことを……!」,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11315#ad,https://pics.dmm.co.jp/digital/pcgame/mgold_0031/mgold_0031ps.jpg,オーバードーズ,None,75,74.41,13,146
WHITE ALBUM2 ミニアフターストーリー,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=21458#ad,https://www.suruga-ya.jp/pics/boxart_m/145048766m.jpg,AQUAPLUS,https://aquaplus.jp/wa2vita/special/#wa2mas,75,75.64,14,146
CANDY TOYS,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2789#ad,https://pics.dmm.co.jp/mono/game/522jni0026/522jni0026ps.jpg,JANIS,http://www.sp-janis.com/janis/candytoys/,75,75.51,13,144
ガジェット,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4438#ad,https://pics.dmm.co.jp/digital/pcgame/views_0502/views_0502ps.jpg,BLACKRAINBOW,https://www.blackrainbow.jp/br/gadget/index.html,75,73.92,13,144
SCHOOL DAYS HQ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=13913#ad,https://pics.dmm.co.jp/digital/pcgame/kaguya_0017/kaguya_0017ps.jpg,Overflow,https://www.0verflow.com/products.html,75,74.35,13,144
抜きゲーみたいな島に住んでる貧乳はどうすりゃいいですか? 2 ヒナミアペンド,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=32047#ad,https://pics.dmm.co.jp/mono/game/2187apc14550/2187apc14550ps.jpg,Qruppo,https://qruppo.com/products/nukitashi2/special/hinami-append/,75,74.63,10,142
悪の女幹部「この私にオシオキだと?!ふざけるな!」,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=13527#ad,https://pics.dmm.co.jp/digital/pcgame/mgold_0048/mgold_0048ps.jpg,ルネ,https://www.lune-soft.jp/game/12194,75,73.97,12,142
らぶらぼ ～調教なんて興味のなかった俺と彼女の放課後SMラボラトリー～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=16530#ad,https://pics.dmm.co.jp/digital/pcgame/choir_0001/choir_0001ps.jpg,bolero,http://studiobolero.com/product/lovelab/index.html,75,73.69,12,142
東方花映塚 ～Phantasmagoria of Flower View.,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=5191#ad,https://www.suruga-ya.jp/pics/boxart_m/186008474m.jpg,上海アリス幻樂団,http://www16.big.or.jp/~zun/html/th09top.html,75,75.28,10,141
彼女と彼女と私の七日 -Seven days with the Ghost-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14214#ad,https://www.suruga-ya.jp/pics/boxart_m/186033147m.jpg,Lilies Project,http://yuri.saiin.net/top.html,75,73.48,11,141
強盗、娼婦のヒモになる,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=18912#ad,https://pics.dmm.co.jp/digital/game/d_059448/d_059448pl.jpg,Loser/s,http://blog.livedoor.jp/i_love_anata/archives/50378170.html,75,72.29,10,140
若妻万華鏡 アニメーション追加版+夫の前で●されて… アニメーション追加完全版,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12869#ad,https://pics.dmm.co.jp/digital/pcgame/elf_0039/elf_0039ps.jpg,elf,None,75,73.96,12,140
蒼天のセレナリア ～What a beautiful world～ Full voice ReBORN,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=16422#ad,https://pics.dmm.co.jp/digital/pcgame/bpartner_0030/bpartner_0030ps.jpg,Liar-soft(ビジネスパートナー),https://www.liar.co.jp/stpnre.html,75,72.64,13,140
乙女恋心プリスター,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11920#ad,https://pics.dmm.co.jp/digital/pcgame/views_0294/views_0294ps.jpg,Escu:de,https://www.escude.co.jp/product/prister/,75,73.44,14,140
おしえて☆エッチなレシピ －アナタとワタシのあま～いせいかつ!－,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=16536#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0735/ggs_0735ps.jpg,ひよこソフト桃組,None,75,73.74,14,140
ゆ・め・く・み! ～訳あり物件、妖精つき～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=7011#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0136/hobc_0136ps.jpg,Meteor,http://www.a-cute.jp/OfficialDownloadStore/meteor/?pg=2&icd=4029,75,71.86,11,139
Harmonia,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=21851#ad,https://pics.dmm.co.jp/mono/game/1041apc11810/1041apc11810ps.jpg,Key,https://key.visualarts.gr.jp/harmonia/,75,73.89,12,138
ティンクル☆くるせいだーす STARLIT BRAVE XTREAM!!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14896#ad,https://pics.dmm.co.jp/digital/pcgame/pencil_0015/pencil_0015ps.jpg,Lillian,http://www.lillian.jp/kurukuru2/sbx.html,75,74.84,10,137
ろけらぶ -Location Love- 電車×同級生,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=27899#ad,https://pics.dmm.co.jp/mono/game/709fws00099/709fws00099ps.jpg,FrontWing,http://frontwing.jp/product/loca-love/jp/,75,75.55,10,137
EVE new generation X,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8716#ad,https://pics.dmm.co.jp/mono/game/1271tyl5001/1271tyl5001ps.jpg,TYRELL LAB.,http://www.shall-luck.co.jp/eve/,75,71.99,16,137
ギルティクラウン ロストクリスマス,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=15497#ad,https://pics.dmm.co.jp/mono/game/879apc10138/879apc10138ps.jpg,NitroPlus,https://www.nitroplus.co.jp/game/lost_x/,75,73.25,11,135
クロスコンチェルト,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=25637#ad,https://pics.dmm.co.jp/digital/pcgame/akbs_0116/akbs_0116ps.jpg,あっぷりけ,None,75,72.84,12,135
フォークソング,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=643#ad,https://www.suruga-ya.jp/pics/boxart_m/145002791m.jpg,REWNOSS,None,75,72.51,15,135
もっと!孕ませ!炎のおっぱい異世界エロ魔法学園!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=25031#ad,https://pics.dmm.co.jp/digital/pcgame/views_0807/views_0807ps.jpg,みるくふぁくとりー,https://milkfactory.jp/products/hmaho/,75,74.16,13,134
ダンジョン オブ レガリアス 背徳の都イシュガリア,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22873#ad,https://pics.dmm.co.jp/digital/pcgame/cveaa_0021/cveaa_0021ps.jpg,アストロノーツ・シリウス,http://www.astronauts.co.jp/sirius/regalias/,75,73.73,12,133
星の乙女と六華の姉妹,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=31405#ad,https://pics.dmm.co.jp/digital/pcgame/will_0267/will_0267ps.jpg,ensemble,http://www.ensemble-game.com/27.hoshioto/,75,73.90,13,133
十次元立方体サイファー ～蒼き月の水底～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4188#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0375/ggs_0375ps.jpg,AbelSoftware,http://www.abelsoftware-jp.com/product/moon.html,75,72.17,13,132
着せかえフェティッシュ!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=5131#ad,https://pics.dmm.co.jp/mono/game/1100tgi5001/1100tgi5001ps.jpg,EXA feat.戯画,None,75,72.71,13,132
学園3 ～華麗なる悦辱～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=13803#ad,https://pics.dmm.co.jp/digital/pcgame/bishop_0031/bishop_0031ps.jpg,BISHOP,http://www.bishop.gr.jp/products/gk3/,75,74.66,12,131
なちゅらるばけーしょん,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=25759#ad,https://pics.dmm.co.jp/digital/pcgame/akbs_0100/akbs_0100ps.jpg,hibiki works(暁WORKS響SIDE),https://www.hibiki-site.com/products/natural_vacation/,75,73.35,13,131
不確定世界の探偵紳士,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=646#ad,https://pics.dmm.co.jp/mono/game/1053abs5001/1053abs5001ps.jpg,デジアニメ・コーポレイション,http://www.digianime.co.jp/soft/tantei_top.html,75,74.02,11,130
ネコぱら Vol.3 ネコたちのアロマティゼ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=24782#ad,https://pics.dmm.co.jp/digital/game/d_111656/d_111656pl.jpg,NEKO WORKs,http://pc.nekopara.com/vol/vol03_ent.html,75,73.12,11,130
BALDR BULLET,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=596#ad,https://www.suruga-ya.jp/pics/boxart_m/145004087m.jpg,戯画,None,75,73.66,13,130
絶対地球防衛機メガラフター,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=5032#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0252/ggs_0252ps.jpg,Liar-soft(ビジネスパートナー),https://www.liar.co.jp/megalaughter.html,75,73.98,13,130
シスタ×シスタ ～Lovevery Sisters～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12314#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0314/ggs_0314ps.jpg,Apricot Cherry,http://www.t-apricot.jp/cherry/sis_sis/index.html,75,72.55,13,130
教育指導,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12578#ad,https://pics.dmm.co.jp/digital/pcgame/bishop_0028/bishop_0028ps.jpg,BISHOP,http://www.bishop.gr.jp/products/ks/,75,74.48,14,130
お泊まり恋人ロリータ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=24678#ad,https://pics.dmm.co.jp/digital/pcgame/yoruno_0008/yoruno_0008ps.jpg,夜のひつじ,http://yorunohitsuji.xii.jp/products/lol3,75,74.84,9,129
年下彼女,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=30550#ad,https://pics.dmm.co.jp/digital/pcgame/next_0315/next_0315ps.jpg,あざらしそふと,http://azarashi-soft.nexton-net.jp/y-kanojo/,75,74.16,11,128
東方文花帖 ～Shoot the Bullet,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=7127#ad,https://www.suruga-ya.jp/pics/boxart_m/186008619m.jpg,上海アリス幻樂団,http://kourindou.exblog.jp/1835374/,75,75.26,12,128
えろゼミ ～エッチにヤルきにABC～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23596#ad,https://pics.dmm.co.jp/digital/pcgame/cveaa_0017/cveaa_0017ps.jpg,アトリエかぐや,http://www.a-kaguya.com/products_bb/teacher/tam-tipsnote120112/all_top.html,75,75.31,9,127
ChuSingura46+1 わっちとお兄ちゃんのラブラブ長屋生活,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=28456#ad,https://pics.dmm.co.jp/mono/game/2136apc13087/2136apc13087ps.jpg,プレカノ,None,75,72.80,10,127
私は私のまま、誰にでも変われる,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8173#ad,https://www.suruga-ya.jp/pics/boxart_m/145017650m.jpg,匠,None,75,73.26,11,127
は～とふるママン,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=24364#ad,https://pics.dmm.co.jp/digital/pcgame/alice_0044/alice_0044ps.jpg,ALICESOFT,https://www.alicesoft.com/heartfulmaman/,75,75.86,13,127
贖罪の教室 ～The seven stories of sin～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=342#ad,https://www.suruga-ya.jp/pics/boxart_m/145003423m.jpg,rúf(ruf),None,75,72.71,14,126
炎の孕ませおっぱい乳同級生,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=17200#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0501/hobc_0501ps.jpg,SQUEEZ,http://www.teck.co.jp/squeez/soft/new081/index.html,75,74.42,14,126
Tiny Dungeon ～BRAVE or SLAVE～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=16744#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0779/ggs_0779ps.jpg,Rosebleu,None,75,71.79,14,124
ピリオド -SWEET DROPS-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10847#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0662/ggs_0662ps.jpg,Littlewitch,http://www.littlewitch.jp/home/special/period_sd/,75,73.51,9,123
連続＞＞＞レイプ(連続＞＞＞プレイ),https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8741#ad,https://img.digiket.net/cg/52/ITM0052024_1_at140.jpg,Stellar,None,75,72.74,12,123
百奇繚乱の館,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=25229#ad,https://pics.dmm.co.jp/digital/pcgame/cveaa_0037/cveaa_0037ps.jpg,アストロノーツ・シリウス,http://www.astronauts.co.jp/sirius/hyakki-ryoran/,75,75.01,12,123
RE:D Cherish! -Eternity Blood-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=33297#ad,https://pics.dmm.co.jp/digital/pcgame/spal_0170/spal_0170ps.jpg,CRYSTALiA,http://crystalia.amusecraft.com/red_eb/,75,73.34,12,123
空と海が、ふれあう彼方,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26232#ad,https://pics.dmm.co.jp/digital/pcgame/will_0229/will_0229ps.jpg,PULLTOP,http://www.pulltop.com/umikana/top.html,75,74.97,8,122
アリスティア・リメイン,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23602#ad,https://pics.dmm.co.jp/digital/pcgame/cveaa_0025/cveaa_0025ps.jpg,アストロノーツ・コメット,http://www.astronauts.co.jp/comet/aristear/,75,73.36,11,122
サフィズムの舷窓,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=1413#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0243/ggs_0243ps.jpg,Liar-soft(ビジネスパートナー),https://www.liar.co.jp/saphizm.html,75,73.48,13,122
お兄ちゃん、朝までずっとギュッてして!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26223#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_1130/ggs_1130ps.jpg,Tinkle Position,http://tinkle-position.com/onigyu/,75,75.41,10,121
羊の方舟,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=6482#ad,https://www.suruga-ya.jp/pics/boxart_m/145013330m.jpg,工画堂スタジオ,https://www.kogado.com/html/hitsuzi/,75,74.41,11,121
Yin-Yang! X Change Alternative,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4138#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0036/ggs_0036ps.jpg,CROWD,http://www.hs-crowd.co.jp/crowd/product/lot/xca/xca.html,75,73.27,12,121
はるかぜどりに、とまりぎを。2nd Story ～月の扉と海の欠片～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=13103#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0306/hobc_0306ps.jpg,SkyFish,http://www.sky-fish.jp/harutoma2nd/harutoma2_index.htm,75,72.81,13,121
PARADISE LOST 新装版,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14659#ad,https://pics.dmm.co.jp/digital/pcgame/views_0215/views_0215ps.jpg,light,http://www.light.gr.jp/light/products/paradiselost/index.html,75,75.01,11,120
ツギハギめいくぴーす! -pretending×friendship-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=25614#ad,https://pics.dmm.co.jp/digital/pcgame/bmnt_0009/bmnt_0009ps.jpg,Curefull Base,None,75,73.15,11,119
肉体転移,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2596#ad,https://pics.dmm.co.jp/digital/pcgame/silkys_0028/silkys_0028ps.jpg,シルキーズ,None,75,71.87,14,119
バカだけどチンチンしゃぶるのだけはじょうずなちーちゃん,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23710#ad,https://pics.dmm.co.jp/digital/pcgame/alb_0043/alb_0043ps.jpg,ORCSOFT,http://www.orcsoft.jp/gob006/,75,74.16,12,118
Parallel Harmony ～月曜の扉は水曜の向こうに～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=594#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0015/hobc_0015ps.jpg,C’s ware,None,75,74.11,13,118
聖麗奴学園,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=15974#ad,https://pics.dmm.co.jp/digital/pcgame/next_0296/next_0296ps.jpg,Liquid,http://liquid.nexton-net.jp/seireido/index.html,75,71.85,14,118
虐襲3,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=9752#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0139/ggs_0139ps.jpg,Anim,http://www.hs-crowd.co.jp/anim/product/pro_pc/pc018/gyaku3.html,75,74.61,15,118
隠恋ぼ ～二人だけのヒミツの時間～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=20480#ad,https://pics.dmm.co.jp/digital/pcgame/digib_0075/digib_0075ps.jpg,マーブルCandySoft,https://www.candysoft.jp/marble/product/kakurenbo/,75,75.21,10,117
らぐな☆彡サイエンス,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=6573#ad,https://pics.dmm.co.jp/digital/pcgame/ail_0025/ail_0025ps.jpg,アイル,http://www.ail-soft.com/pro_rag_top.htm,75,73.79,12,117
悪魔の迷宮,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=9885#ad,None,きつねみみ饅頭,None,75,71.85,12,117
学園退魔! ホーリー×モーリー,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14722#ad,https://pics.dmm.co.jp/digital/pcgame/vsat_0117/vsat_0117ps.jpg,Frill,http://frill.product.co.jp/frill06/index.html,75,74.31,11,115
Role Player:とろろ姉妹の粘膜ポトレ ぐりぐちゃLIVE!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=32787#ad,https://pics.dmm.co.jp/digital/pcgame/akbs_0132/akbs_0132ps.jpg,あかべぇそふとつぅ,http://www.akabeesoft2.com/products/roleplayer_tororo/,75,74.43,11,115
擬態催眠,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12954#ad,https://pics.dmm.co.jp/digital/pcgame/views_0189/views_0189ps.jpg,BLACKRAINBOW,https://www.blackrainbow.jp/br/gitai/index.html,75,75.32,11,114
いもうと ～蜜壺・完全版～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19678#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0876/ggs_0876ps.jpg,スナック・ファクトリー,None,75,73.16,11,114
超時空爆恋物語 ～door☆pi☆chu～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=13493#ad,https://pics.dmm.co.jp/digital/pcgame/sccd_0002/sccd_0002ps.jpg,プリムローズ,None,75,74.18,12,114
つくして!? Myシスターズ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10393#ad,https://pics.dmm.co.jp/mono/game/1440smo5002/1440smo5002ps.jpg,すもも,None,75,73.47,9,113
アイコトバ -Silver Snow Sister-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=34520#ad,https://pics.dmm.co.jp/digital/pcgame/next_0388/next_0388ps.jpg,あざらしそふと+1,http://azarashi-soft-plusone.nexton-net.jp/aikotoba-sss/,75,74.89,11,113
Never7 -the end of infinity-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=5704#ad,https://www.suruga-ya.jp/pics/boxart_m/144002120m.jpg,KID,None,75,72.50,12,113
もっと!孕ませ!炎のおっぱい異世界超エロサキュバス学園!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=30387#ad,https://pics.dmm.co.jp/digital/pcgame/views_0722/views_0722ps.jpg,みるくふぁくとりー,https://milkfactory.jp/products/hsuc/,75,76.54,11,112
まどひ白きの神隠し,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=30489#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0514/hobe_0514ps.jpg,Lump of Sugar,https://www.lumpofsugar.co.jp/product/madoki/,75,72.52,11,112
神曲奏界ポリフォニカ3&4話 完結編,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8204#ad,https://pics.dmm.co.jp/mono/game/1300oslt5001/1300oslt5001ps.jpg,ocelot,http://ocelot.product.co.jp/products/poli2/main.htm,75,73.04,12,112
LOVEトレ エッチな恋愛トレーニング,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22914#ad,https://pics.dmm.co.jp/digital/pcgame/cveaa_0015/cveaa_0015ps.jpg,アトリエかぐや,http://www.a-kaguya.com/products_HP/love_t/,75,74.24,15,112
D.C.III With You ～ダ・カーポIII ウィズユー～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22122#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_1104/ggs_1104ps.jpg,CIRCUS,https://circus-co.jp/product/dc3wy/,75,74.56,8,111
グリザイアの旋律,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23351#ad,https://pics.dmm.co.jp/mono/game/709apc12363/709apc12363ps.jpg,FrontWing,http://frontwing.jp/product/griside/index.html,75,73.86,10,111
相思相愛ロリータの生活,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23933#ad,https://pics.dmm.co.jp/digital/pcgame/yoruno_0002/yoruno_0002ps.jpg,夜のひつじ,http://yorunohitsuji.xii.jp/products/lolfd_c90,75,73.97,10,111
ハーレム双子ロリータ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26073#ad,https://pics.dmm.co.jp/digital/game/d_123604/d_123604pl.jpg,夜のひつじ,http://yorunohitsuji.xii.jp/products/lol4,75,74.45,9,110
働くオタクの恋愛事情,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23225#ad,https://pics.dmm.co.jp/digital/pcgame/akbs_0079/akbs_0079ps.jpg,あかべぇそふとすりぃ,http://www.akabeesoft3.com/products/hataraku_otaku/,75,73.24,10,110
巫女さん細腕繁盛記,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3703#ad,https://pics.dmm.co.jp/digital/pcgame/green_0002/green_0002ps.jpg,すたじお緑茶,None,75,73.04,12,110
遺作 リニューアル,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4678#ad,https://pics.dmm.co.jp/digital/pcgame/elf_0028/elf_0028ps.jpg,elf,None,75,73.29,13,110
ベロちゅー! ～コスプレメイドをエロメロしちゃう魔法の舌戯～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=16805#ad,https://pics.dmm.co.jp/digital/pcgame/silkys_0035/silkys_0035ps.jpg,シルキーズ,None,75,70.64,16,110
グリザイアの残光,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23350#ad,https://pics.dmm.co.jp/mono/game/709apc12363/709apc12363ps.jpg,FrontWing,http://frontwing.jp/product/griside/index.html,75,73.55,8,109
初恋＊シンドローム,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=24616#ad,https://pics.dmm.co.jp/digital/pcgame/views_0524/views_0524ps.jpg,Campus,http://www.campus.gr.jp/product/hatsudoro/,75,73.27,11,109
Rumble ～バンカラ夜叉姫～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=840#ad,https://www.suruga-ya.jp/pics/boxart_m/145003418m.jpg,ペンギンワークス,None,75,73.34,15,109
誘惑なまいきロリータ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=28818#ad,https://pics.dmm.co.jp/digital/game/d_170447/d_170447pl.jpg,夜のひつじ,https://yorunohitsuji.xii.jp/products/lol6,75,73.94,10,108
めいどさん★すぴりっつ! ～わたしの中にいるあなた～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=6273#ad,https://pics.dmm.co.jp/mono/game/932siu5002/932siu5002ps.jpg,Sirius,http://www.product.co.jp/products/item/409/,75,74.40,12,108
DEEP2,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2000#ad,https://pics.dmm.co.jp/digital/pcgame/selen_0006/selen_0006ps.jpg,Selen,None,75,74.02,12,107
麻呂の患者はガテン系3 完結編,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22628#ad,https://pics.dmm.co.jp/digital/pcgame/elf_0050/elf_0050ps.jpg,elf,None,75,75.29,13,107
その花びらにくちづけを ミカエルの乙女たち,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=17326#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0818/ggs_0818ps.jpg,ゆりんゆりん,http://masterup.net/yurinyurin/YRN-004/top.html,75,75.03,10,106
愛欲姉妹ロリータ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=27583#ad,https://pics.dmm.co.jp/digital/game/d_147517/d_147517pl.jpg,夜のひつじ,http://yorunohitsuji.xii.jp/products/lol5,75,75.50,11,106
